Station;Date Releve;Heure;Num Releve;Conductivite;Salinite;Comm Salinite;Temperature;Ph;Redox;Oxygene;Saturation;Niveau Ngf;Comm Ngf;Niveau Relatif;Niveau 0;Turbidite;Couleur;Macrophyte;Remarques
Etangs du Grand Bagnas - Mare pelo - 3 piezo;13/02/2019;16:02;;2.06;0.9;;11.2;;;;;;;0.99;;;;;nuageux_ vent faible NE_ 1cm pluie jours precedents 
Etangs du Grand Bagnas - Zone sud Canal;13/02/2019;14:15;;3.07;1.4;;10.5;8.39;;12.1;104.4;;;;;10;;;nuageux_ vent faible_ 1cm pluie jours precedents
Etangs du Grand Bagnas - Mare aux chevaux;29/01/2019;14:38;;12.61;7.1;;7.2;8.41;;13.03;108.1;0.26;;;;5;;;couvert_ vent nul
Etangs du Grand Bagnas - Z. sud mare 3;29/01/2019;15:46;;23.7;19.9;;8.9;8.5;;17.27;149.4;0.325;;;;30;;;couvert_ vent nul
Etangs du Grand Bagnas - PB3;29/01/2019;15:18;;53.2;33.7;;7.7;8.58;;14.46;121.5;0.185;;;;20;;;couvert_ vent nul
Etangs du Grand Bagnas - Mare ZI;29/01/2019;14:54;;21.1;12.2;;6.2;8.24;;12.4;101.7;;Hors Service;0.8;;20;;;couvert_ vent nul 
Etangs du Grand Bagnas - Mare ZI Piezo;29/01/2019;14:54;;69.8;46.6;;7;;;;;;;0.73;;;;;couvert_ vent nul 
Etangs du Grand Bagnas - Rieu nord piezo;29/01/2019;15:27;;112.1;;OFL;8.8;;;;;;;0.91;;;;;Couvert_ vent nul 
Etangs du Grand Bagnas - Zone sud mare 1 (reouverte);29/01/2019;16:03;;3.58;1.7;;7.4;8.32;;12.6;105.5;0.46;;;;50;;;couvert_ vent nul 
Etangs du Grand Bagnas - Mare chevaux Piezo;29/01/2019;16:17;;108.5;;OFL;8.7;;;;;0.24;;0.6;;;;;couvert_ vent nul   
Etangs du Grand Bagnas - PB3 Piezo;29/01/2019;15:18;;99.5;;OFL;7.3;;;;;;;0.62;;;;;couvert_ vent nul   
Etangs du Grand Bagnas - PB4;29/01/2019;15:36;;47;29.3;;6.7;8.5;;13.5;110.3;0.25;;;;30;;;couvert_ vent nul   
Etangs du Grand Bagnas - PB4 piezo;29/01/2019;15:36;;120.6;;OFL;7.8;;;;;0.215;;0.825;;;;;couvert_ vent nul   
Etangs du Grand Bagnas - Rieu nord;29/01/2019;15:27;;53;33.9;;9.6;8.68;;17.72;157.2;0.21;;;;5;;;couvert_ vent nul   
Etangs du Grand Bagnas - Z. sud mare 2 (en face mare 1);29/01/2019;16:03;;3.35;1.6;;6.2;8.41;;14.65;118.5;0.995;;;;30;;;couvert_ vent nul   
Etangs du Grand Bagnas - Z. sud mare 2 (en face mare 1);29/01/2019;16:03;;14.77;8.4;;9;8.28;;11.98;104.3;0.435;;;;30;;;couvert_ vent nul   
Etangs du Grand Bagnas - Z. sud mare 3 piezo;29/01/2019;15:46;;78;52.7;;8.9;;;;;0.31;;0.91;;;;;couvert_ vent nul   
Etangs du Grand Bagnas - Zone sud Piezo;29/01/2019;16:02;;29.1;17.4;;8.8;;;;;;;1.22;;;;;couvert_ vent nul   
Etangs du Grand Bagnas - TB5 centre piezo;29/01/2019;11:15;;6.5;3.4;;5.7;;;;;;niveau piezo>niveau etang;0.05;;;;;niveau piezo>niveau etang. Nuageux_ vent nul 
Etangs du Grand Bagnas - canal du midi martelliere;29/01/2019;09:12;;0.491;0;;5.7;8.41;;12.89;102.8;;;-0.12;;5;;;nuageux_ vent nul
Etangs du Grand Bagnas - Canal de l'ouest;29/01/2019;11:55;;1.325;0.4;;5.8;8.5;;12.75;101.9;0.79;;1.7;;5;;;nuageux_ vent nul
Etangs du Grand Bagnas - EID;29/01/2019;09:59;;3.92;1.9;;4.3;7.72;;7.79;59.7;;;0.32;;0;;;nuageux_ vent nul
Etangs du Grand Bagnas - EID Piezo;29/01/2019;09:59;;35.3;21.5;;8.4;;;;;;;0.77;;;;;nuageux_ vent nul
Etangs du Grand Bagnas - echelleGB2;29/01/2019;10:42;;6.49;3.4;;5.5;9.19;;11.38;89.9;;;;;0;;;nuageux_ vent nul
Etangs du Grand Bagnas - echelleGB2piezo;29/01/2019;10:42;;;;;;;;;;;sous l'eau;;;;;;nuageux_ vent nul
Etangs du Grand Bagnas - LONGE;29/01/2019;12:25;;1.171;0.3;;5.1;8.08;;12.03;94.1;0.7;;;;0;;;nuageux_ vent nul
Etangs du Grand Bagnas - MareB5roseau;29/01/2019;12:55;;2.19;0.9;;7;8.55;;12.69;103.7;;;0.85;;0;;;nuageux_ vent nul
Etangs du Grand Bagnas - MareB5roseau piezo;29/01/2019;13:30;;47.7;29.9;;7.6;;;;;0.385;;0.415;;;;;nuageux_ vent nul
Etangs du Grand Bagnas - Pairollet;29/01/2019;14:10;;26.7;15.8;;7;8.38;;12.7;105.2;0.415;;;;0;;;nuageux_ vent nul
Etangs du Grand Bagnas - Petit Pont;29/01/2019;11:55;;26.1;15.4;;6.6;8.09;;11.89;96.3;0.1;;;;0;;;nuageux_ vent nul
Etangs du Grand Bagnas - Pioch couguioul;29/01/2019;13:54;;2.97;1.4;;6.5;8.07;;11.7;89.7;0.68;;;;0;;;nuageux_ vent nul
Etangs du Grand Bagnas - Scirpaie GB8;29/01/2019;13:15;;8.35;4.5;;6.5;8.44;;11.55;93.9;0.675;;;;0;;;nuageux_ vent nul
Etangs du Grand Bagnas - Scirpaie GB8 piezo;29/01/2019;13:15;;;;;;;;;;;;;;;;;nuageux_ vent nul
Etangs du Grand Bagnas - Pairollet Piezo;29/01/2019;14:10;;53.2;33.9;;8.2;;;;;;;0.48;;;;;nuageux_ vent nul 
Etangs du Grand Bagnas - TB5 centre;29/01/2019;11:15;;6.09;3.2;;5.1;8.98;;9.24;72.7;0.675;;;;0;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Mare aux pelobates;29/01/2019;16:53;;29.3;17.6;;6.6;8.65;;19;155.3;0.335;;;;30;;;pluie
Etangs du Grand Bagnas - Mare pelo Piezo;29/01/2019;16:53;;33.5;20.2;;7.2;;;;;;;0.66;;;;;pluie
Etangs du Grand Bagnas - Mare pelo - 2A;29/01/2019;16:45;;13.6;7.6;;7.3;8.43;;12.4;103.5;0.41;;;;10;;;pluie fine
Etangs du Grand Bagnas - Mare pelo - 2A piezo;29/01/2019;16:45;;18.15;10.5;;9.3;;;;;;;1.66;;;;;pluie fine
Etangs du Grand Bagnas - Mare pelo - 2B;29/01/2019;16:45;;6.64;3.5;;7.8;8.07;;8.28;70.7;0.395;;;;10;;;pluie fine
Etangs du Grand Bagnas - Mare pelo - 3;29/01/2019;16:34;;2.1;0.9;;7.4;8.22;;10.9;91.2;0.45;;;;10;;;pluie fine
Etangs du Grand Bagnas - Mare pelo - 3 piezo;29/01/2019;16:34;;2.18;0.9;;7.9;;;;;;;0.76;;;;;pluie fine
Piezo_dune;29/01/2019;16:34;;1.529;0.6;;8.7;;;;;;;0.51;;;;;pluie fine
Etangs du Grand Bagnas - Mare aux pelobates;22/01/2019;14:45;;29.3;17.4;;6.7;;;;;;0_35;;;;;;relevé hydro supplementaire (restauration mare pélobates)
Etangs du Grand Bagnas - Mare pelo Piezo;22/01/2019;14:45;;33;19.9;;8.3;;;;;;;0.65;;;;;relevé hydro supplementaire (restauration mare pélobates)
Etangs du Grand Bagnas - Mare pelo - 2A;22/01/2019;14:45;;13.3;7.4;;6.7;;;;;0.43;;;;;;;relevé hydro supplementaire (restauration mare pélobates)
Etangs du Grand Bagnas - Mare pelo - 2A piezo;22/01/2019;14:45;;18.32;10.6;;9.5;;;;;;;1.64;;;;;relevé hydro supplementaire (restauration mare pélobates)
Etangs du Grand Bagnas - Mare pelo - 2B;22/01/2019;14:45;;6.53;3.4;;7;;;;;0.41;;;;;;;relevé hydro supplementaire (restauration mare pélobates)
Etangs du Grand Bagnas - Mare pelo - 3;22/01/2019;14:45;;2.03;0.8;;6.7;;;;;0.435;;;;;;;relevé hydro supplementaire (restauration mare pélobates)
Etangs du Grand Bagnas - Mare pelo - 3 piezo;22/01/2019;14:45;;2.02;0.8;;7.1;;;;;;;1;;;;;relevé hydro supplementaire (restauration mare pélobates)
Etangs du Grand Bagnas - Mare pelo - 2B;17/01/2019;15:40;;6.64;3.5;;9.3;7.97;;6.74;58.6;0.4;;;;5;;;ciel couvert_ vent modéré NO
Etangs du Grand Bagnas - Mare pelo Piezo;17/01/2019;15:30;;34.5;20.6;;9;;;;;;;0.64;;;;;couvert_ vent modéré NO
Etangs du Grand Bagnas - Mare pelo - 2A;17/01/2019;15:40;;13.25;7.5;;9;8.4;;11.73;100.9;0.42;;;;10;;;couvert_ vent modéré NO
Etangs du Grand Bagnas - Mare pelo - 2A piezo;17/01/2019;15:40;;18.56;10.7;;10.4;;;;;;;1.65;;;;;couvert_ vent modéré NO
Etangs du Grand Bagnas - Mare pelo - 3;17/01/2019;15:55;;2.06;0.9;;9.3;8.04;;9.2;79.8;0.45;;;;5;;;couvert_ vent modéré NO
Etangs du Grand Bagnas - Mare pelo - 3 piezo;17/01/2019;15:55;;2.03;0.8;;8.8;;;;;;;0.99;;;;;Couvert_ vent modéré NO
Piezo_dune;17/01/2019;15:55;;1.085;0.3;;9.5;;;;;;;0.495;;;;;Couvert_ vent modéré NO
Etangs du Grand Bagnas - Canal de l'ouest;17/01/2019;09:44;;2.46;1.1;;6.6;8.59;;10.88;88.3;0.77;;1.68;;20;;;nuageux_ vent nul
Etangs du Grand Bagnas - EID;17/01/2019;09:10;;3.94;1.9;;5.4;7.66;;7.2;55.9;;;0.31;;0;;;nuageux_ vent nul
Etangs du Grand Bagnas - EID Piezo;17/01/2019;09:10;;35.1;21.4;;8.7;;;;;;;0.75;;;;;nuageux_ vent nul
Etangs du Grand Bagnas - echelleGB2;17/01/2019;09:25;;6.72;3.5;;6.2;8.96;;8.82;70.9;;;;;0;;;nuageux_ vent nul
Etangs du Grand Bagnas - echelleGB2piezo;17/01/2019;09:25;;;;;;;;;;;innondé;;;;;;nuageux_ vent nul
Etangs du Grand Bagnas - LONGE;17/01/2019;09:55;;1.35;0.4;;5.3;8.14;;12.23;95.1;0.68;;;;5;;;nuageux_ vent nul
Etangs du Grand Bagnas - MareB5roseau;17/01/2019;10:10;;2.21;0.9;;6.9;8.54;;11.35;92.6;;;0.84;;10;;;nuageux_ vent nul
Etangs du Grand Bagnas - MareB5roseau piezo;17/01/2019;10:10;;47.8;30;;8.2;;;;;0.34;;0.46;;;;;nuageux_ vent nul
Etangs du Grand Bagnas - Mare aux chevaux;17/01/2019;12:20;;11.84;6.6;;8.1;8.13;;10.45;87.8;0.29;;;;5;;;nuageux_ vent nul
Etangs du Grand Bagnas - Mare chevaux Piezo;17/01/2019;12:20;;108.5;;OFL;9.8;;;;;0.27;;0.57;;;;;nuageux_ vent nul
Etangs du Grand Bagnas - Mare aux pelobates;17/01/2019;15:30;;29.5;17.7;;8.8;8.51;;15.44;131.8;0.355;;;;20;;;nuageux_ vent nul
Etangs du Grand Bagnas - Mare ZI;17/01/2019;11:20;;19.77;11.4;;7;8.21;;11.3;92.1;;Hors Service;0.8;;10;;;nuageux_ vent nul
Etangs du Grand Bagnas - Mare ZI Piezo;17/01/2019;11:20;;69.8;46.3;;8.9;;;;;;;0.72;;;;;nuageux_ vent nul
Etangs du Grand Bagnas - Pairollet;17/01/2019;10:51;;26.1;14.4;;7.2;8.3;;9.55;78.5;0.405;;;;0;;;nuageux_ vent nul
Etangs du Grand Bagnas - Pairollet Piezo;17/01/2019;10:51;;53.3;34;;8.5;;;;;;;0.48;;;;;nuageux_ vent nul
Etangs du Grand Bagnas - PB3 Piezo;17/01/2019;11:19;;87.5;60.3;;8.4;;;;;;;0.62;;;;;nuageux_ vent nul
Etangs du Grand Bagnas - PB4;17/01/2019;11:40;;44.7;27.8;;7.8;8.45;;12.9;102.9;0.255;;;;75;;;nuageux_ vent nul
Etangs du Grand Bagnas - PB4 piezo;17/01/2019;11:40;;120.2;;OFL;8.8;;;;;0.22;;0.82;;;;;nuageux_ vent nul
Etangs du Grand Bagnas - Petit Pont;17/01/2019;09:44;;21.7;12.6;;6.5;8.07;;10.95;88.7;0.25;;;;5;;;nuageux_ vent nul
Etangs du Grand Bagnas - Pioch couguioul;17/01/2019;10:41;;2.82;1.3;;6.3;8.07;;10.43;83.3;0.675;;;;5;;;nuageux_ vent nul
Etangs du Grand Bagnas - Rieu nord;17/01/2019;11:30;;50.9;32.3;;8;8.5;;11.1;92.6;0.2;;;;30;;;nuageux_ vent nul
Etangs du Grand Bagnas - Rieu nord piezo;17/01/2019;11:30;;111.9;;OFL;10;;;;;;;0.9;;;;;nuageux_ vent nul
Etangs du Grand Bagnas - Scirpaie GB8;17/01/2019;10:18;;8.67;4.7;;7;8.34;;10.3;84.3;0.655;;;;5;;;nuageux_ vent nul
Etangs du Grand Bagnas - TB5 centre;17/01/2019;09:36;;6.14;3.2;;6.3;9.08;;9.97;80.3;0.657;;;;0;;;nuageux_ vent nul
Etangs du Grand Bagnas - TB5 centre piezo;17/01/2019;09:36;;6.5;3.4;;6.8;;;;;;;0.11;;;;;nuageux_ vent nul
Etangs du Grand Bagnas - Zone sud Canal;17/01/2019;12:50;;3.67;1.8;;6.9;8.33;;14.2;115.2;1.005;;;;20;;;nuageux_ vent nul
Etangs du Grand Bagnas - Zone sud mare 1 (reouverte);17/01/2019;12:50;;3.58;1.7;;7.9;8.06;;6.05;50.7;0.475;;;;10;;;nuageux_ vent nul
Etangs du Grand Bagnas - Z. sud mare 2 (en face mare 1);17/01/2019;12:50;;14.1;8;;9.3;8.07;;5.36;46.8;0.46;;;;5;;;nuageux_ vent nul
Etangs du Grand Bagnas - Z. sud mare 3;17/01/2019;11:53;;22.6;13.3;;8.4;8.27;;10.4;88.2;0.33;;;;50;;;nuageux_ vent nul
Etangs du Grand Bagnas - Z. sud mare 3 piezo;17/01/2019;11:53;;77.3;52.3;;10.1;;;;;0.32;;0.9;;;;;nuageux_ vent nul
Etangs du Grand Bagnas - Zone sud Piezo;17/01/2019;12:50;;28.8;17.3;;10.3;;;;;;;1.2;;;;;nuageux_ vent nul
Etangs du Grand Bagnas - PB3;17/01/2019;11:19;;49.8;31.4;;8.3;8.4;;12.5;104;0.19;;;;20;;;nuageux_ vent nul
Etangs du Grand Bagnas - canal du midi martelliere;17/01/2019;08:49;;0.484;0;;7.1;8.84;;13.2;107.7;;;-0.08;;5;;;Nuageux_ vent nul 
Etangs du Grand Bagnas - Scirpaie GB8 piezo;17/01/2019;10:18;;;;;;;;;;;inondée/plein ;;;;;;nuageux_ vent nul / submergé
Etangs du Grand Bagnas - Pioch couguioul;14/01/2019;11:45;;3.88;1.9;;13.5;8.07;;9.83;91.8;0.685;;;;10;;;nuageux_ vent fort N
Etangs du Grand Bagnas - canal du midi martelliere;04/01/2019;08:20;;0.55;0;;6.2;8.37;;12.06;95.1;;;-0.06;;5;;;Gelée_ nuageux_ vent nul
Etangs du Grand Bagnas - Canal de l'ouest;04/01/2019;10:10;;1.951;0.8;;6.4;8.6;;10.6;84;0.75;;1.66;;10;;;gelée_ nuageux_ vent nul
Etangs du Grand Bagnas - echelleGB2;04/01/2019;08:52;;6.69;3.5;;3.9;9.55;;12.42;91.7;;;;;0;;;gelée_ nuageux_ vent nul
Etangs du Grand Bagnas - MareB5roseau;04/01/2019;11:35;;1.345;0.4;;5.7;8.3;;11.8;90.3;;;0.74;;5;;;gelée_ nuageux_ vent nul
Etangs du Grand Bagnas - Mare aux pelobates;04/01/2019;14:23;;28.1;16.7;;6.6;8.48;;14.9;117.5;0.44;;;;10;;;gelée_ nuageux_ vent nul
Etangs du Grand Bagnas - EID Piezo;04/01/2019;08:38;;35.3;21.5;;8.6;;;;;;;0.74;;;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - MareB5roseau piezo;04/01/2019;11:35;;49.9;31.6;;9.1;;;;;0.25;;0.55;;;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Mare aux chevaux;04/01/2019;13:39;;10.33;5.6;;5.8;7.98;;11.3;87.1;0.365;;;;0;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Mare chevaux Piezo;04/01/2019;13:39;;107.9;;OFL;9.3;;;;;0.34;;0.5;;;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Mare pelo Piezo;04/01/2019;14:23;;33.5;20.3;;8.7;;;;;;;0.58;;;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Mare ZI;04/01/2019;12:21;;16.9;9.6;;5;8.07;;12.18;91.3;;Hors Service;0.85;;5;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Mare ZI Piezo;04/01/2019;12:21;;69.7;46.1;;8.3;;;;;;;0.67;;;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Pairollet;04/01/2019;12:12;;24.9;14.6;;6.4;8.4;;13.06;102.7;0.415;;;;0;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Pairollet Piezo;04/01/2019;12:12;;53.2;33.9;;8.6;;;;;;;0.47;;;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - PB3 Piezo;04/01/2019;12:36;;85.2;57.7;;4.8;;;;;;;0.6;;;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - PB4;04/01/2019;12:57;;40;24.5;;5.7;8.64;;14.1;108.1;0.295;;;;10;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - PB4 piezo;04/01/2019;12:57;;120;;OFL;7.3;;;;;0.26;;0.78;;;;;Gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Petit Pont;04/01/2019;10:10;;20.1;11.5;;5.1;8.02;;11.25;86.7;0.06;;;;5;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Pioch couguioul;04/01/2019;12:00;;2.79;1.3;;5.8;7.91;;8.9;67.9;0.66;;;;5;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Rieu nord;04/01/2019;12:43;;43.2;26.7;;5;8.58;;13.1;99.6;0.22;;;;20;eau un peu blanche;beaucoup d'ulves;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Rieu nord piezo;04/01/2019;12:43;;111.9;;OFL;8.8;;;;;;;0.86;;;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Scirpaie GB8 piezo;04/01/2019;11:44;;27.9;16.5;;5.5;;;;;;;0.09;;;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - TB5 centre piezo;04/01/2019;08:59;;39.4;23.8;;2.3;;;;;;;0.23;;;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Z. sud mare 2 (en face mare 1);04/01/2019;13:23;;12.68;7;;6;8.08;;7.8;61.4;0.54;;;;0;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Z. sud mare 3;04/01/2019;13:10;;19.8;11.4;;5.1;8.31;;12.9;97.1;0.41;;;;30;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Z. sud mare 3 piezo;04/01/2019;13:10;;77.7;52.4;;8.5;;;;;0.39;;0.83;;;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Zone sud Piezo;04/01/2019;13:20;;29;17.4;;9.6;;;;;;;1.13;;;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - PB3;04/01/2019;12:36;;41.6;25.4;;5;8.65;;13.9;104.3;0.21;;;;10;;;gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Mare pelo - 2A;04/01/2019;14:12;;11.91;6.6;;7.1;8.44;;13.1;103.6;0.48;;;;0;;;gelée_nuageux_ vent nul 
Etangs du Grand Bagnas - Mare pelo - 2A piezo;04/01/2019;14:12;;17.58;10.2;;12;;;;;;;1.59;;;;;gelée_nuageux_ vent nul 
Etangs du Grand Bagnas - Mare pelo - 2B;04/01/2019;14:12;;5.72;3;;7.7;8.15;;10.27;82.2;0.465;;;;0;;;gelée_nuageux_ vent nul 
Etangs du Grand Bagnas - Mare pelo - 3 piezo;04/01/2019;14:00;;2.05;0.9;;7.3;;;;;;;0.99;;;;;gelée_nuageux_ vent nul 
Piezo_dune;04/01/2019;14:00;;1.463;0.5;;10.3;;;;;;;0.51;;;;;gelée_nuageux_ vent nul 
Etangs du Grand Bagnas - EID;04/01/2019;08:38;;3.8;1.8;;2.4;7.39;;5.02;35.3;;;0.3;;5;;;glace 2 mm_ nuageux_ nul
Etangs du Grand Bagnas - Z. sud mare 2 (en face mare 1);04/01/2019;13:23;;3.18;1.5;;3.9;7.98;;5.87;43;;;1;;0;;;glace env 2mm_ nuageux_vent nul 
Etangs du Grand Bagnas - LONGE;04/01/2019;11:14;;2.16;0.9;;2.6;8.07;;12.98;90.4;0.675;;;;5;;;glace env 3mm_ nuageux_ vent nul 
Etangs du Grand Bagnas - TB5 centre;04/01/2019;08:59;;5.49;2.8;;1.7;9.31;;13.93;96.6;0.64;;;;0;;;glace env 3mm_ nuageux_ vent nul 
Etangs du Grand Bagnas - Zone sud mare 1 (reouverte);04/01/2019;13:23;;3.39;1.6;;4.5;8.03;;7.65;58.1;0.535;;;;5;;;glace env. 3mm_ gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Scirpaie GB8;04/01/2019;11:44;;8.55;4.6;;3;8.36;;12.1;87.2;0.64;;;;5;;;glace env. 3mm_gelée_ nuageux_ vent nul 
Etangs du Grand Bagnas - Mare pelo - 3;04/01/2019;14:00;;1.719;0.6;;6.7;8.21;;11.85;93.1;0.45;;;;0;;;glace env. 4 mm_ gelée_nuageux_ vent nul 
Etangs du Grand Bagnas - echelleGB2piezo;04/01/2019;08:52;;;;;;;;;;;piezo env_ 5cm en desous de l'eau_ innondé;;;;;;nuageux_ vent nul_ gelée_ piezo env. 5cm en desous de l'eau_ innondé
Etangs du Grand Bagnas - Rieu nord;20/12/2018;11:27;;32.3;19.5;;9.8;8.79;;22.8;197.9;0.28;;;;0;;;nombreuses ulves. Nuageux_ vent nul 
Etangs du Grand Bagnas - canal du midi martelliere;20/12/2018;08:45;;0.489;0;;9.3;8.21;;10.37;88.9;;;0;;10;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Canal de l'ouest;20/12/2018;09:56;;0.785;0.1;;9.1;8.1;;9.65;82.7;0.72;;1.63;;10;;;nuageux_ vent nul 
Etangs du Grand Bagnas - EID;20/12/2018;09:21;;2.76;1.2;;6.2;7.63;;8.08;63.9;;;0.31;;0;;;nuageux_ vent nul 
Etangs du Grand Bagnas - EID Piezo;20/12/2018;09:21;;35.2;21.5;;1.4;;;;;;;0.76;;;;;nuageux_ vent nul 
Etangs du Grand Bagnas - echelleGB2;20/12/2018;09:36;;6.91;3.7;;8.3;9.25;;8.77;73.5;;;;;0;;;nuageux_ vent nul 
Etangs du Grand Bagnas - echelleGB2piezo;20/12/2018;09:36;;58.3;37.7;;9.4;;;;;;;0.08;;;;;nuageux_ vent nul 
Etangs du Grand Bagnas - LONGE;20/12/2018;10:06;;1.988;0.8;;7.5;7.79;;8.67;70.7;0.685;;;;10;;;nuageux_ vent nul 
Etangs du Grand Bagnas - MareB5roseau;20/12/2018;10:18;;1.212;0.4;;8.8;7.97;;9.42;79.4;;;0.79;;10;;;nuageux_ vent nul 
Etangs du Grand Bagnas - MareB5roseau piezo;20/12/2018;10:18;;53.3;34.2;;11.1;;;;;0.19;;0.61;;;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Mare aux chevaux;20/12/2018;14:22;;8.94;4.9;;11.6;7.61;;6.02;54.5;0.43;;;;0;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Mare chevaux Piezo;20/12/2018;14:22;;107.5;;OFL;12.5;;;;;0.39;;0.45;;;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Mare aux pelobates;20/12/2018;15:15;;24.7;14.6;;10.2;8.28;;14.42;126.4;0.575;;;;10;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Mare pelo Piezo;20/12/2018;15:15;;33.4;20.4;;12.7;;;;;;;0.42;;;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Mare pelo - 2A;20/12/2018;15:02;;10.8;6;;12;8.38;;11.68;106.7;0.67;;;;5;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Mare pelo - 2A piezo;20/12/2018;15:02;;17.82;10.4;;13;;;;;;;1.41;;;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Mare pelo - 2B;20/12/2018;15:02;;4.22;2.1;;11.5;8.11;;10.34;93.1;0.65;;;;0;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Mare pelo - 3;20/12/2018;14:51;;1.561;0.6;;11.6;8.27;;11.41;103.1;0.665;;;;5;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Mare pelo - 3 piezo;20/12/2018;14:51;;2.09;0.9;;11.9;;;;;;;0.77;;;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Mare ZI;20/12/2018;11:02;;13.02;7.3;;8.5;7.82;;8.52;70.8;;;0.9;;5;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Mare ZI Piezo;20/12/2018;11:02;;68.7;45.8;;11.2;;;;;;;0.64;;;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Pairollet;20/12/2018;10:53;;24.3;14.4;;9.2;8.21;;10.64;91.2;0.425;;;;0;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Pairollet Piezo;20/12/2018;10:53;;53.9;34;;11.1;;;;;;;0.44;;;;;nuageux_ vent nul 
Etangs du Grand Bagnas - PB3 Piezo;20/12/2018;11:19;;82.4;56.4;;9.8;;;;;;;0.51;;;;;nuageux_ vent nul 
Etangs du Grand Bagnas - PB4;20/12/2018;11:39;;36.7;22.5;;9.7;8.62;;12.25;105.7;0.33;;;;20;;;nuageux_ vent nul 
Etangs du Grand Bagnas - PB4 piezo;20/12/2018;11:39;;119.5;;OFL;10.9;;;;;0.34;;0.7;;;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Petit Pont;20/12/2018;09:56;;13.17;7.4;;8.1;7.85;;10.08;84;0.265;;;;10;;;nuageux_ vent nul 
Piezo_dune;20/12/2018;14:51;;1.711;0.7;;12.5;;;;;;;0.33;;;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Pioch couguioul;20/12/2018;10:42;;2.61;1.2;;8.8;7.7;;5.94;49.8;0.66;;;;5;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Rieu nord piezo;20/12/2018;11:27;;110.7;;OFL;12.1;;;;;;;0.8;;;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Scirpaie GB8;20/12/2018;10:25;;8.92;4.9;;8.5;8.11;;8.87;74.7;0.595;;;;5;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Scirpaie GB8 piezo;20/12/2018;10:25;;21.3;12.5;;8.9;;;;;;;0.14;;;;;nuageux_ vent nul 
Etangs du Grand Bagnas - TB5 centre;20/12/2018;09:46;;6.55;3.5;;8.4;9.15;;7;59.1;0.595;;;;5;;;nuageux_ vent nul 
Etangs du Grand Bagnas - TB5 centre piezo;20/12/2018;09:46;;43.1;26.8;;8.8;;;;;;;0.29;;;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Zone sud mare 1 (reouverte);20/12/2018;12:04;;3.12;1.5;;9.5;7.87;;9.59;82.2;0.595;;;;5;;;nuageux_ vent nul 
Etangs du Grand Bagnas - Z. sud mare 2 (en face mare 1);20/12/2018;12:04;;10.58;5.9;;9.1;8.07;;4.5;38.8;0.59;;;;0;;;nuageux_ vent nul 
